mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex (annotation)	health_status	Cancer	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database												
GSM2400624	A	9700838010_R03C02_Grn.idat	9700838010_R03C02_Red.idat.gz	11437 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400625	A	9700838026_R04C01_Grn.idat	9700838026_R04C01_Red.idat.gz	11431 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400626	A	9700838026_R05C01_Grn.idat	9700838026_R05C01_Red.idat.gz	11438 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400627	A	9700838056_R05C01_Grn.idat	9700838056_R05C01_Red.idat.gz	11433 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400628	A	9700838056_R06C01_Grn.idat	9700838056_R06C01_Red.idat.gz	1186 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400629	A	9700838057_R04C01_Grn.idat	9700838057_R04C01_Red.idat.gz	11436 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400630	A	9806219011_R06C02_Grn.idat	9806219011_R06C02_Red.idat.gz	28398 BLDH DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539244	A	9388954081_R05C01_Grn.idat	9388954081_R05C01_Red.idat.gz	BLDH_25394	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bloodhound	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424485	A	200950830022_R02C01_Grn.idat	200950830022_R02C01_Red.idat.gz	BOLO: 31300	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424486	A	200950830022_R04C02_Grn.idat	200950830022_R04C02_Red.idat.gz	BOLO: 31302	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424487	A	200950830022_R05C02_Grn.idat	200950830022_R05C02_Red.idat.gz	BOLO: 31303	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424488	A	200950830023_R06C01_Grn.idat	200950830023_R06C01_Red.idat.gz	BOLO: 31304	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424489	A	200950830023_R01C02_Grn.idat	200950830023_R01C02_Red.idat.gz	BOLO: 31305	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424490	A	200950830024_R02C01_Grn.idat	200950830024_R02C01_Red.idat.gz	BOLO: 31306	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424491	A	200950830024_R03C01_Grn.idat	200950830024_R03C01_Red.idat.gz	BOLO: 31307	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424492	A	200950830024_R04C02_Grn.idat	200950830024_R04C02_Red.idat.gz	BOLO: 31308	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424493	A	200950830024_R05C02_Grn.idat	200950830024_R05C02_Red.idat.gz	BOLO: 31309	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424494	A	200950830032_R06C01_Grn.idat	200950830032_R06C01_Red.idat.gz	BOLO: 31310	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424495	A	200950830032_R01C02_Grn.idat	200950830032_R01C02_Red.idat.gz	BOLO: 31311	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424496	A	200514100016_R02C01_Grn.idat	200514100016_R02C01_Red.idat.gz	BOLO: 31312	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424497	A	200514100016_R03C01_Grn.idat	200514100016_R03C01_Red.idat.gz	BOLO: 31313	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424498	A	200514100016_R04C02_Grn.idat	200514100016_R04C02_Red.idat.gz	BOLO: 31314	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424499	A	200514100018_R06C01_Grn.idat	200514100018_R06C01_Red.idat.gz	BOLO: 31315	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424500	A	200514100021_R02C01_Grn.idat	200514100021_R02C01_Red.idat.gz	BOLO: 31316	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424501	A	200514100021_R04C02_Grn.idat	200514100021_R04C02_Red.idat.gz	BOLO: 31317	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3424502	A	200514100025_R06C01_Grn.idat	200514100025_R06C01_Red.idat.gz	BOLO: 31318	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM3502220	A	200950830022_R03C01_Grn.idat	200950830022_R03C01_Red.idat.gz	BOLO_31301_blood	"Plassais J, Kim J, Davis BW, Karyadi DM et al. Whole genome sequencing of canids reveals genomic regions under selection and variants influencing morphology. Nat Commun 2019 Apr 2;10(1):1489. PMID: 30940804"	NA			Blood	Bolognese	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400633	A	9255905117_R05C02_Grn.idat	9255905117_R05C02_Red.idat.gz	27331 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400634	A	9270663006_R01C02_Grn.idat	9270663006_R01C02_Red.idat.gz	27138 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400635	A	9374872029_R02C01_Grn.idat	9374872029_R02C01_Red.idat.gz	27103 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400636	A	9700838025_R01C02_Grn.idat	9700838025_R01C02_Red.idat.gz	27576 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400637	A	9700838025_R02C02_Grn.idat	9700838025_R02C02_Red.idat.gz	28459 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400638	A	9700838025_R03C01_Grn.idat	9700838025_R03C01_Red.idat.gz	28461 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400639	A	9700838032_R05C02_Grn.idat	9700838032_R05C02_Red.idat.gz	27579 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400640	A	9806219004_R04C01_Grn.idat	9806219004_R04C01_Red.idat.gz	28463 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400641	A	9830881021_R01C02_Grn.idat	9830881021_R01C02_Red.idat.gz	12713 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400642	A	9830881021_R02C01_Grn.idat	9830881021_R02C01_Red.idat.gz	11125 BORD DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Collie	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539147	A	9700838032_R06C01_Grn.idat	9700838032_R06C01_Red.idat.gz	BORT_8386	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539177	A	9700838025_R06C01_Grn.idat	9700838025_R06C01_Red.idat.gz	BORT_25438	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Border Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539206	A	9270665010_R03C02_Grn.idat	9270665010_R03C02_Red.idat.gz	BORT_27171	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Border Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2539223	A	9700838025_R01C01_Grn.idat	9700838025_R01C01_Red.idat.gz	BORT_27568	"Parker HG, Dreger DL, Rimbault M, Davis BW et al. Genomic Analyses Reveal the Influence of Geographic Origin, Migration, and Hybridization on Modern Dog Breed Development. Cell Rep 2017 Apr 25;19(4):697-708. PMID: 28445722"	NA			Blood	Border Terrier	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400643	A	9270664009_R01C02_Grn.idat	9270664009_R01C02_Red.idat.gz	27195 BORZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Borzoi	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400644	A	9270665023_R02C01_Grn.idat	9270665023_R02C01_Red.idat.gz	27197 BORZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Borzoi	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400645	A	9806219033_R03C02_Grn.idat	9806219033_R03C02_Red.idat.gz	13141 BORZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Borzoi	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400646	A	9806219001_R05C01_Grn.idat	9806219001_R05C01_Red.idat.gz	978 BORZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Borzoi	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
GSM2400647	A	9806219001_R06C01_Grn.idat	9806219001_R06C01_Red.idat.gz	979 BORZ DNA	"Dreger DL, Rimbault M, Davis BW, Bhatnagar A et al. Whole-genome sequence, SNP chips and pedigree structure: building demographic profiles in domestic dog breeds to optimize genetic-trait mapping. Dis Model Mech 2016 Dec 1;9(12):1445-1460. PMID: 27874836"	NA			Blood	Borzoi	Unknown	Unknown	N	Unknown	Unknown	Unknown	Unknown	Unknown	NA												
