"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1","tissue:ch1"
"GSM3424667","SIPF: 31527","GSM3424667","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424667/suppl/GSM3424667_200514100039_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424667/suppl/GSM3424667_200514100039_R04C01_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424668","SIPF: 31528","GSM3424668","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424668/suppl/GSM3424668_200514100039_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424668/suppl/GSM3424668_200514100039_R05C02_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424669","SIPF: 31529","GSM3424669","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424669/suppl/GSM3424669_200514100039_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424669/suppl/GSM3424669_200514100039_R06C02_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424670","SIPF: 31530","GSM3424670","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424670/suppl/GSM3424670_200514100057_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424670/suppl/GSM3424670_200514100057_R01C02_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424671","SIPF: 31531","GSM3424671","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424671/suppl/GSM3424671_200514100057_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424671/suppl/GSM3424671_200514100057_R02C02_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424672","SIPF: 31532","GSM3424672","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424672/suppl/GSM3424672_200514100005_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424672/suppl/GSM3424672_200514100005_R03C01_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424673","SIPF: 31533","GSM3424673","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424673/suppl/GSM3424673_200514100005_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424673/suppl/GSM3424673_200514100005_R04C01_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424674","SIPF: 31535","GSM3424674","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424674/suppl/GSM3424674_200514100005_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424674/suppl/GSM3424674_200514100005_R06C02_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424675","SIPF: 31536","GSM3424675","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424675/suppl/GSM3424675_200514100009_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424675/suppl/GSM3424675_200514100009_R01C02_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424676","SIPF: 31537","GSM3424676","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424676/suppl/GSM3424676_200514100009_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424676/suppl/GSM3424676_200514100009_R02C02_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424677","SIPF: 31538","GSM3424677","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424677/suppl/GSM3424677_200514100042_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424677/suppl/GSM3424677_200514100042_R03C01_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
"GSM3424678","SIPF: 31539","GSM3424678","Public on Oct 10 2018","Oct 09 2018","Oct 10 2018","genomic","1","whole blood","Canis lupus familiaris","breed: Segugio Italiano Pelo Forte","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","Cy3, Cy5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424678/suppl/GSM3424678_200514100042_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3424nnn/GSM3424678/suppl/GSM3424678_200514100042_R04C01_Red.idat.gz","0","Segugio Italiano Pelo Forte","whole blood"
