"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1","origin:ch1"
"GSM5799381","34806","GSM5799381","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799381/suppl/GSM5799381_203307590006_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799381/suppl/GSM5799381_203307590006_R03C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799382","34801","GSM5799382","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799382/suppl/GSM5799382_203307590006_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799382/suppl/GSM5799382_203307590006_R04C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799383","34810","GSM5799383","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799383/suppl/GSM5799383_203307590006_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799383/suppl/GSM5799383_203307590006_R04C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799384","34802","GSM5799384","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799384/suppl/GSM5799384_203307590006_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799384/suppl/GSM5799384_203307590006_R05C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799385","34812","GSM5799385","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799385/suppl/GSM5799385_203307590006_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799385/suppl/GSM5799385_203307590006_R05C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799386","34803","GSM5799386","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799386/suppl/GSM5799386_203307590006_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799386/suppl/GSM5799386_203307590006_R06C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799387","34813","GSM5799387","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799387/suppl/GSM5799387_203307590006_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799387/suppl/GSM5799387_203307590006_R06C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799388","34814","GSM5799388","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Aysen region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799388/suppl/GSM5799388_203307590014_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799388/suppl/GSM5799388_203307590014_R01C01_Red.idat.gz","0","Patagonian Ovejero Dog","Aysen region, Chile"
"GSM5799389","34830","GSM5799389","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799389/suppl/GSM5799389_203307590014_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799389/suppl/GSM5799389_203307590014_R01C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799390","34815","GSM5799390","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799390/suppl/GSM5799390_203307590014_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799390/suppl/GSM5799390_203307590014_R02C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799391","34831","GSM5799391","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799391/suppl/GSM5799391_203307590014_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799391/suppl/GSM5799391_203307590014_R02C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799392","34816","GSM5799392","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799392/suppl/GSM5799392_203307590014_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799392/suppl/GSM5799392_203307590014_R03C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799393","34833","GSM5799393","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799393/suppl/GSM5799393_203307590014_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799393/suppl/GSM5799393_203307590014_R03C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
